400, "INVALID_INPUT_VALUE", " Invalid Input Value"
405, "METHOD_NOT_ALLOWED", " Invalid Input Value"
400, "ENTITY_NOT_FOUND", " Entity Not Found"
500, "INTERNAL_SERVER_ERROR", "Server Error"
400, "INVALID_TYPE_VALUE", " Invalid Type Value"
401, "UNAUTHORIZED_REQUEST", "잘못된 요청이거나 올바르지 않은 인증정보입니다."
403, "INVALID_REQUEST", "잘못된 접근입니다."
401, "TOKEN_EXPIRED", "토큰의 기한이 만료되었습니다."
401, "TOKEN_INVALID", "유효하지 않은 토큰입니다."
201, "TOKEN_REISSUE_SUCCESS", "정상적으로 토큰을 재발급했습니다"
200, "LOADBALANCER_HEALTH_CHECK_SUCCESS", "AWS 로드밸런서 health 체크 성공"
201, "SIGNUP_SUCCESS", "회원가입이 성공적으로 완료되었습니다."
200, "LOGIN_SUCCESS", "정상적으로 로그인 되었습니다."
200, "USER_INFO_GET_SUCCESS", "정상적으로 회원 정보를 조회했습니다."
200, "USER_INFO_VALIDATION", "정상적으로 중복 검사를 수행했습니다."
200, "USER_INFO_UPDATE_SUCCESS", "정상적으로 회원 정보를 수정했습니다."
200, "USER_MODIFY_PASSWORD_SUCCESS", "정상적으로 비밀번호를 수정했습니다."
204, "USER_DELETE_SUCCESS", "회원 탈퇴가 정상적으로 처리되었습니다."
400, "LOGIN_FAILURE", "로그인 정보를 다시 확인해주세요."
400, "SIGNUP_EMAIL_DUPLICATED", "이미 존재하는 이메일입니다."
400, "NICKNAME_DUPLICATED", "이미 사용 중인 닉네임입니다."
404, "USER_NOT_FOUND", "해당 계정을 찾을 수 없습니다."
404, "USER_MODIFY_PASSWORD_FAILURE", "기존 비밀번호를 다시 확인해주세요."
200, "CONTENTS_SEARCH_SUCCESS", "성공적으로 작품 검색을 완료했습니다."
400, "CONTENTS_SEARCH_WRONG_TYPE", "잘못된 검색 타입입니다."
500, "CONTENTS_PARSING_CERTIFICATION_ERROR", "데이터 파싱 중 문제가 발생했습니다."
200, "CONTENTS_GET_DETAILS_SUCCESS", "작품 상세 정보 조회를 완료했습니다."
400, "CONTENTS_GET_DETAILS_WRONG_TYPE", "잘못된 작품 타입입니다. (TV / MOVIE만 가능)"
404, "CONTENTS_NOT_EXIST_TMDB_ID", "유효하지 않은 id이거나 TMDB API 서버에 문제가 발생했습니다."
404, "CONTENTS_ID_NOT_FOUND", "DB에 등록되지 않았거나 유효하지 않은 작품 ID 입니다."
200, "REVIEW_GET_DETAILS_SUCCESS", "정상적으로 리뷰 정보를 조회했습니다."
201, "REVIEW_ADD_DETAILS_SUCCESS", "정상적으로 리뷰 정보를 등록했습니다."
200, "REVIEW_MODIFY_DETAILS_SUCCESS", "정상적으로 리뷰 정보를 수정했습니다."
204, "REVIEW_DELETE_DETAILS_SUCCESS", "정상적으로 리뷰 정보를 삭제했습니다."
200, "REVIEW_GET_LIST_SUCCESS", "정상적으로 리뷰 정보 리스트를 조회했습니다."
409, "REVIEW_ALREADY_REGISTERED", "한 작품에 대해 한 가지 리뷰만 작성할 수 있습니다."
404, "REVIEW_NOT_FOUND", "해당 ID의 리뷰를 찾을 수 없습니다."
403, "REVIEW_NO_PERMISSION", "해당 리뷰를 수정 또는 삭제할 권한이 없습니다. 로그인 정보를 다시 확인해주세요."
200, "REVIEW_LIKE_STATUS_MODIFY_SUCCESS", "정상적으로 리뷰 좋아요/싫어요 상태를 수정했습니다."
400, "REVIEW_LIKE_STATUS_MODIFY_FAILED", "리뷰 좋아요/싫어요 상태를 수정하는데 실패했습니다."
200, "POSTING_GET_DETAILS_SUCCESS", "정상적으로 게시글을 조회했습니다."
200, "POSTING_GET_LIST_SUCCESS", "정상적으로 게시글 리스트를 조회했습니다."
201, "POSTING_ADD_DETAILS_SUCCESS", "정상적으로 게시글을 추가했습니다."
200, "POSTING_MODIFY_DETAILS_SUCCESS", "정상적으로 게시글을 수정했습니다."
204, "POSTING_DELETE_DETAILS_SUCCESS", "정상적으로 게시글을 삭제했습니다."
200, "POSTING_LIKE_STATUS_MODIFY_SUCCESS", "정상적으로 게시글 좋아요/싫어요 상태를 수정했습니다."
404, "POSTING_NOT_FOUND", "해당 ID의 게시글을 찾을 수 없습니다."
403, "POSTING_NO_PERMISSION", "해당 게시글을 수정 또는 삭제할 권한이 없습니다. 로그인 정보를 다시 확인해주세요."
400, "POSTING_WRONG_SEARCH_TYPE", "옳바르지 않은 검색 타입입니다."
200, "COMMENT_GET_SUCCESS", "정상적으로 댓글을 조회했습니다."
200, "COMMENT_GET_LIST_SUCCESS", "정상적으로 댓글 리스트를 조회했습니다."
201, "COMMENT_ADD_SUCCESS", "정상적으로 댓글을 추가했습니다."
200, "COMMENT_MODIFY_SUCCESS", "정상적으로 댓글을 수정했습니다."
200, "COMMENT_DELETE_SUCCESS", "정상적으로 댓글을 삭제했습니다."
200, "COMMENT_LIKE_STATUS_MODIFY_SUCCESS", "정상적으로 댓글 좋아요/싫어요 상태를 수정했습니다."
403, "COMMENT_NO_PERMISSION", "해당 댓글을 수정 또는 삭제할 권한이 없습니다. 로그인 정보를 다시 확인해주세요."
404, "COMMENT_NOT_FOUND", "해당 ID의 댓글을 찾을 수 없습니다."
410, "COMMENT_ALREADY_REMOVED", "이미 삭제된 댓글입니다."
400, "COMMENT_LIST_WRONG_TYPE", "옳바르지 않은 댓글 타입입니다."
404, "LIKE_STATUS_INVALID", "유효하지 않은 like status입니다. 다시 확인해주세요."
200, "PROFILE_GET_INFO_SUCCESS", "정상적으로 프로필 정보를 조회했습니다."
201, "BOOKMARK_ADD_SUCCESS", "정상적으로 작품 북마크를 등록했습니다."
400, "BOOKMARK_ALREADY_EXIST", "이미 등록된 작품 북마크입니다."
200, "BOOKMARK_DELETE_SUCCESS", "정상적으로 작품 북마크를 삭제했습니다."
400, "BOOKMARK_WRONG_ID", "해당 ID의 작품 북마크를 찾을 수 없습니다."
201, "SCRAP_ADD_SUCCESS", "정상적으로 게시글 스크랩을 등록했습니다."
400, "SCRAP_ALREADY_EXIST", "이미 등록된 게시글 스크랩입니다."
200, "SCRAP_DELETE_SUCCESS", "정상적으로 게시글 스크랩을 삭제했습니다."
400, "SCRAP_WRONG_ID", "해당 ID의 게시글 스크랩을 찾을 수 없습니다."
200, "PROFILE_GET_WRITTEN_POSTING_LIST_SUCCESS", "정상적으로 작성한 게시글 리스트를 조회했습니다."
200, "PROFILE_GET_LIKED_POSTING_LIST_SUCCESS", "정상적으로 좋아요/싫어요를 등록한 게시글 리스트를 조회했습니다."
200, "PROFILE_GET_WRITTEN_REVIEW_LIST_SUCCESS", "정상적으로 작성한 리뷰 리스트를 조회했습니다."
200, "PROFILE_GET_LIKED_REVIEW_LIST_SUCCESS", "정상적으로 좋아요/싫어요를 등록한 리뷰 리스트를 조회했습니다."
200, "RANKING_GET_SUCCESS", "정상적으로 랭킹 정보를 조회했습니다."
404, "RANKING_GET_NO_DATA", "현재 랭킹 정보가 존재하지 않습니다."
400, "RANKING_WRONG_CONTENTS_TYPE", "옳바르지 않은 ContentsType 입니다."
400, "WRONG_SORT_STRING", "옳바르지 않은 정렬 기준입니다."
